inventory_id,product_id,warehouse,stock_quantity,reorder_level,last_restock_date
277,140,Chicago,413,31,2026-06-21
278,140,Phoenix,315,32,2026-07-06
279,140,Dallas,183,15,2026-07-30
280,141,Atlanta,303,29,2026-06-09
281,142,Phoenix,326,10,2026-07-23
282,142,Dallas,215,47,2026-07-01
283,142,Chicago,100,40,2026-06-03
284,143,Dallas,377,33,2026-06-01
285,144,Dallas,422,43,2026-07-02
286,145,Phoenix,277,22,2026-06-23
287,146,Dallas,233,43,2026-05-20
288,146,Chicago,185,15,2026-07-25
289,147,Dallas,435,12,2026-05-18
290,147,Atlanta,454,30,2026-07-17
291,147,Chicago,378,44,2026-05-14
292,148,Dallas,284,36,2026-05-12
293,148,Atlanta,260,40,2026-07-27
294,148,Phoenix,153,32,2026-07-20
295,149,Atlanta,421,41,2026-07-18
296,149,Dallas,434,32,2026-07-04
297,149,Chicago,53,22,2026-06-13
298,150,Dallas,475,14,2026-06-11
299,150,Chicago,429,21,2026-08-01
300,151,Phoenix,436,43,2026-05-17
301,151,Chicago,271,36,2026-07-28
302,152,Phoenix,159,17,2026-05-17
303,152,Dallas,485,16,2026-05-15
304,153,Chicago,51,34,2026-06-07
305,154,Dallas,297,12,2026-05-29
306,154,Phoenix,415,39,2026-07-27
307,155,Chicago,172,31,2026-07-28
308,155,Phoenix,472,33,2026-07-23
309,155,Dallas,68,20,2026-06-08
310,156,Atlanta,66,36,2026-07-10
311,157,Dallas,478,10,2026-05-30
312,157,Chicago,48,13,2026-06-06
313,157,Atlanta,331,13,2026-06-01
314,158,Chicago,209,42,2026-08-04
315,158,Atlanta,206,25,2026-07-22
316,159,Phoenix,499,49,2026-06-30
317,160,Phoenix,54,35,2026-07-11
318,161,Dallas,493,14,2026-07-28
319,162,Atlanta,449,38,2026-06-22
320,163,Phoenix,65,30,2026-05-25
321,163,Chicago,89,26,2026-05-26
322,163,Dallas,30,19,2026-05-27
323,164,Chicago,142,33,2026-06-17
324,165,Chicago,175,42,2026-07-22
325,165,Atlanta,180,17,2026-07-27
326,166,Phoenix,35,27,2026-06-01
327,167,Chicago,307,21,2026-06-18
328,168,Chicago,90,11,2026-05-20
329,169,Phoenix,180,14,2026-07-05
330,169,Chicago,238,31,2026-07-26
331,170,Atlanta,498,50,2026-06-20
332,170,Dallas,212,34,2026-06-11
333,170,Chicago,179,15,2026-07-23
334,171,Atlanta,194,23,2026-06-24
335,171,Phoenix,63,20,2026-07-27
336,171,Chicago,157,17,2026-05-17
337,172,Phoenix,297,35,2026-05-15
338,173,Atlanta,359,50,2026-06-13
339,173,Phoenix,497,41,2026-05-22
340,173,Dallas,397,37,2026-05-18
341,174,Atlanta,93,21,2026-07-04
342,175,Phoenix,94,38,2026-07-12
343,175,Atlanta,238,26,2026-08-05
344,176,Atlanta,371,10,2026-08-02
345,177,Phoenix,228,37,2026-07-24
346,177,Chicago,344,27,2026-05-09
347,178,Atlanta,266,48,2026-05-22
348,179,Dallas,449,45,2026-07-19
349,180,Atlanta,423,12,2026-05-07
350,181,Chicago,163,32,2026-06-30
351,182,Atlanta,483,19,2026-05-24
352,182,Dallas,294,22,2026-05-23
353,182,Chicago,386,13,2026-07-10
354,183,Dallas,22,20,2026-07-12
355,184,Chicago,424,11,2026-06-25
356,185,Chicago,137,12,2026-08-01
357,186,Phoenix,279,30,2026-06-25
358,186,Dallas,336,18,2026-05-29
359,186,Chicago,77,23,2026-07-28
360,187,Atlanta,83,15,2026-07-04
361,187,Chicago,138,12,2026-06-16
362,187,Phoenix,44,12,2026-05-17
363,188,Dallas,142,43,2026-05-21
364,189,Phoenix,329,13,2026-05-22
365,189,Chicago,104,10,2026-07-19
366,189,Dallas,264,18,2026-05-20
367,190,Atlanta,207,38,2026-06-16
368,190,Dallas,34,12,2026-07-10
369,190,Phoenix,249,49,2026-05-08
370,191,Chicago,494,40,2026-06-30
371,191,Dallas,407,44,2026-07-29
372,192,Dallas,108,23,2026-07-13
373,192,Phoenix,119,15,2026-06-08
374,193,Phoenix,292,15,2026-05-19
375,194,Chicago,459,26,2026-06-17
376,194,Atlanta,298,22,2026-06-28
377,194,Dallas,290,19,2026-06-27
378,195,Atlanta,141,45,2026-06-18
379,196,Phoenix,471,32,2026-05-19
380,196,Atlanta,315,50,2026-07-04
381,197,Atlanta,415,28,2026-05-10
382,197,Phoenix,431,26,2026-06-21
383,197,Chicago,464,50,2026-07-11
384,198,Chicago,474,38,2026-05-26
385,198,Dallas,243,19,2026-05-22
386,198,Atlanta,186,26,2026-06-11
387,199,Chicago,412,42,2026-07-05
388,199,Dallas,60,32,2026-06-04
389,199,Atlanta,365,12,2026-06-16
390,200,Atlanta,376,37,2026-06-05
