order_id,customer_id,product_id,quantity,unit_price,total_amount,order_date,order_status,shipping_city,shipping_state
67,599,54,6,7.54,45.24,2025-05-30,Delivered,East Andrea,Georgia
68,249,67,11,22.32,245.52,2025-09-25,Delivered,Rosetown,Missouri
69,714,121,5,6.52,32.6,2024-05-01,Delivered,Port Markshire,Minnesota
70,999,21,2,65.8,131.6,2024-08-05,Delivered,Matthewberg,Utah
71,809,32,1,87.66,87.66,2025-04-17,Delivered,Delgadomouth,New Mexico
72,628,114,4,74.03,296.12,2025-09-14,Delivered,New Sarahton,Idaho
73,591,74,2,301.83,603.66,2024-02-01,Delivered,Lopezhaven,Idaho
74,584,85,1,490.6,490.6,2024-02-06,Returned,North Kayla,New Mexico
75,125,65,3,337.28,1011.84,2024-02-15,Delivered,North Sarahmouth,Kansas
76,756,80,4,31.23,124.92,2025-04-03,Delivered,Dianaville,Iowa
77,126,181,2,86.64,0.0,2024-02-28,Cancelled,Ritashire,New Jersey
78,69,65,2,337.28,674.56,2025-02-21,Delivered,Guzmanmouth,Tennessee
79,504,78,5,5.17,25.85,2025-06-18,Delivered,North Paul,Virginia
80,27,6,2,1964.49,3928.98,2025-06-07,Delivered,Millerside,South Carolina
81,584,140,2,1253.62,2507.24,2024-12-14,Delivered,North Kayla,New Mexico
82,423,91,3,222.92,668.76,2025-08-28,Delivered,New Angelaburgh,Maine
83,507,121,10,6.52,65.2,2025-09-12,Delivered,Vincentborough,Utah
84,633,73,2,456.73,913.46,2024-12-05,Delivered,Allenburgh,Michigan
85,899,149,2,274.44,548.88,2024-11-27,Delivered,West Nicholasburgh,Michigan
86,595,95,7,2.3,16.1,2024-08-30,Delivered,Port Robin,California
87,29,92,3,11.68,35.04,2024-11-02,Delivered,Owensborough,Florida
88,2,95,1,2.3,2.3,2025-07-05,Processing,Moralesburgh,North Dakota
89,412,52,2,27.18,54.36,2024-10-21,Delivered,Lake Jay,North Dakota
90,940,15,4,22.83,91.32,2024-08-20,Delivered,North David,Tennessee
91,862,71,3,311.35,934.05,2024-10-18,Delivered,Lake Anthony,Oklahoma
92,544,46,3,35.34,106.02,2025-11-12,Delivered,West Ryanton,Pennsylvania
93,141,19,1,342.31,342.31,2024-11-08,Delivered,Port Jamesbury,Indiana
94,186,162,4,115.69,462.76,2025-09-11,Returned,North Jacob,Rhode Island
95,405,195,2,32.25,64.5,2025-03-15,Delivered,Spearsstad,Arizona
96,805,196,1,138.33,138.33,2024-09-29,Delivered,Charleschester,New Jersey
97,830,9,1,160.49,160.49,2025-05-03,Processing,South Meganhaven,Wisconsin
98,615,169,2,175.75,351.5,2025-11-07,Shipped,Grossshire,Montana
99,277,2,3,134.26,402.78,2025-12-26,Processing,Rachelfort,New Jersey
100,211,182,1,675.46,675.46,2025-11-02,Delivered,Kennethburgh,Nebraska
101,862,57,5,115.26,576.3,2024-11-30,Shipped,Lake Anthony,Oklahoma
102,387,69,2,12.9,25.8,2024-11-17,Delivered,Doughertyfort,North Dakota
103,211,168,5,16.61,83.05,2025-06-06,Delivered,Kennethburgh,Nebraska
104,310,157,2,8.59,17.18,2025-01-11,Delivered,Mitchellchester,Alaska
105,276,9,1,160.49,160.49,2025-02-18,Delivered,Lake Katrinahaven,Pennsylvania
106,960,191,1,126.39,126.39,2024-02-18,Delivered,West Jeffrey,North Dakota
107,756,133,2,46.43,92.86,2025-11-01,Shipped,Dianaville,Iowa
108,550,158,3,34.1,102.3,2025-07-16,Shipped,South Jonathanville,New Mexico
109,967,119,11,27.5,0.0,2025-02-09,Cancelled,Kennethchester,Nebraska
110,246,16,3,53.79,161.37,2024-04-22,Delivered,Emmabury,Connecticut
111,395,134,1,53.71,53.71,2024-01-28,Delivered,Deborahberg,Washington
112,130,80,12,31.23,374.76,2024-12-01,Delivered,South Derek,South Dakota
113,722,142,2,241.68,0.0,2025-04-03,Cancelled,South Kennethland,Arkansas
114,468,126,7,14.23,99.61,2025-04-18,Delivered,Perkinsside,Texas
115,85,154,1,42.12,42.12,2025-04-16,Delivered,New Stephanie,South Dakota
116,208,77,1,5.4,5.4,2024-09-29,Delivered,Christystad,Illinois
117,194,84,1,148.96,148.96,2024-05-09,Delivered,Donaldland,North Carolina
118,215,24,3,180.09,540.27,2024-06-26,Delivered,West Jessica,California
119,807,112,3,53.86,161.58,2025-02-06,Delivered,Reynoldsshire,Virginia
120,977,48,1,46.46,46.46,2025-07-10,Shipped,New Keith,Oregon
121,337,145,2,88.28,176.56,2024-06-12,Delivered,Lake Jonathonfurt,Florida
122,130,116,2,154.63,309.26,2024-05-28,Delivered,South Derek,South Dakota
123,94,171,1,142.38,142.38,2024-05-30,Delivered,North Marissa,Missouri
124,546,135,2,144.51,289.02,2024-01-17,Delivered,South Austin,Nebraska
125,793,123,3,271.01,813.03,2025-03-18,Delivered,Brownmouth,Colorado
126,119,19,3,342.31,1026.93,2024-11-04,Delivered,North Vanessaland,Virginia
127,378,156,4,76.9,307.6,2025-10-05,Delivered,Cameronborough,Virginia
128,547,10,3,107.87,323.61,2025-04-05,Delivered,Annport,Florida
129,991,158,3,34.1,102.3,2024-05-25,Delivered,Franklinborough,Kansas
130,822,66,3,235.08,705.24,2025-05-27,Delivered,North Daniel,Nebraska
131,707,171,3,142.38,427.14,2025-06-19,Processing,Phelpsberg,Wyoming
132,28,189,2,48.34,96.68,2024-10-26,Delivered,Lake Amy,Oklahoma
133,957,68,2,113.46,226.92,2024-02-17,Delivered,Samanthaville,Michigan
134,517,58,1,1142.69,1142.69,2024-05-15,Delivered,Sarachester,Ohio
135,39,197,4,42.46,169.84,2024-11-19,Delivered,East Alexandra,South Carolina
136,159,112,1,53.86,53.86,2025-04-07,Delivered,Blackbury,Washington
137,477,178,3,11.5,34.5,2024-01-31,Delivered,Nelsonborough,Minnesota
138,872,166,3,80.7,242.1,2025-10-05,Returned,Joshuabury,Colorado
139,246,28,1,84.71,84.71,2024-12-18,Delivered,Emmabury,Connecticut
140,44,22,3,413.03,1239.09,2024-05-08,Delivered,Tinahaven,Minnesota
141,740,59,1,462.07,462.07,2025-09-26,Delivered,Lake Marilyn,Wisconsin
142,493,120,2,1304.73,2609.46,2025-02-26,Delivered,Josephtown,South Dakota
143,594,195,4,32.25,129.0,2024-08-23,Returned,Chenberg,Pennsylvania
144,882,38,1,31.32,31.32,2024-02-27,Delivered,East Jenniferview,New York
145,971,195,1,32.25,0.0,2025-05-21,Cancelled,Lake Peterborough,Indiana
146,871,71,1,311.35,311.35,2025-11-22,Delivered,South Sarah,Alabama
147,711,167,2,243.83,487.66,2025-06-12,Shipped,Watsonburgh,Kentucky
148,900,153,3,98.25,294.75,2024-05-14,Delivered,New Marioburgh,California
149,960,192,1,16.8,16.8,2024-01-09,Processing,West Jeffrey,North Dakota
150,110,67,9,22.32,200.88,2024-11-21,Shipped,Breannafurt,New Jersey
151,247,81,5,51.28,256.4,2024-07-29,Delivered,Morrisonbury,Nebraska
152,342,119,9,27.5,247.5,2025-08-26,Delivered,North Diana,South Dakota
153,186,46,3,35.34,106.02,2025-11-12,Delivered,North Jacob,Rhode Island
154,190,78,10,5.17,51.7,2024-05-24,Delivered,South Taylorfurt,New Mexico
155,789,162,1,115.69,115.69,2024-05-21,Delivered,South Markside,New York
156,311,85,1,490.6,490.6,2024-07-14,Delivered,South Philipland,Texas
157,285,79,2,383.68,767.36,2025-07-24,Shipped,Tuckerview,Connecticut
158,889,11,3,50.75,152.25,2024-06-14,Delivered,Port Jacquelinemouth,Rhode Island
159,266,89,2,695.64,1391.28,2025-06-08,Delivered,Jocelynbury,Vermont
160,575,18,2,143.63,287.26,2025-01-19,Processing,West Elizabethstad,Utah
161,997,182,2,675.46,1350.92,2024-05-02,Delivered,Latoyahaven,Alabama
162,921,36,1,193.51,193.51,2025-06-19,Delivered,Marioside,Michigan
163,724,122,5,30.44,152.2,2025-06-14,Delivered,Lake Stephen,Wisconsin
164,560,28,2,84.71,169.42,2025-11-03,Delivered,Thomasview,West Virginia
165,791,167,1,243.83,243.83,2024-09-04,Delivered,Griffinton,North Dakota
166,715,69,4,12.9,51.6,2025-07-25,Shipped,North Nathanshire,Georgia
167,710,2,3,134.26,402.78,2025-03-31,Processing,Turnertown,Maine
168,81,146,4,157.34,629.36,2025-02-12,Delivered,Lucasshire,Massachusetts
169,240,44,1,423.84,423.84,2024-02-25,Delivered,Schmidtchester,Michigan
170,802,114,1,74.03,74.03,2024-10-31,Delivered,Lorifort,Missouri
171,672,63,1,1487.23,1487.23,2025-10-02,Shipped,Lake Jamesland,Wyoming
172,224,52,2,27.18,54.36,2024-07-02,Delivered,Larsonshire,Connecticut
173,631,24,3,180.09,540.27,2024-04-07,Shipped,Amandamouth,Oregon
174,276,7,4,43.74,174.96,2024-09-15,Delivered,Lake Katrinahaven,Pennsylvania
175,508,200,2,41.6,83.2,2025-03-05,Delivered,North Louis,South Dakota
176,675,68,2,113.46,226.92,2024-04-05,Delivered,Butlerchester,Iowa
177,658,60,1,493.39,493.39,2024-05-27,Processing,North Melissaborough,Connecticut
178,183,52,1,27.18,27.18,2025-05-02,Delivered,South Shane,Kansas
179,582,151,1,192.55,192.55,2024-07-06,Delivered,Port Amy,Indiana
180,809,10,2,107.87,215.74,2025-12-23,Delivered,Delgadomouth,New Mexico
181,116,29,1,264.9,264.9,2025-10-27,Shipped,Patriciashire,Utah
182,354,199,3,97.62,292.86,2024-01-22,Delivered,Bushton,South Dakota
183,689,87,2,29.52,0.0,2025-06-29,Cancelled,West Jillhaven,New York
184,907,109,1,115.28,115.28,2025-07-09,Delivered,Lake James,Iowa
185,876,179,3,486.21,1458.63,2025-12-22,Delivered,North Susanville,Massachusetts
186,849,49,2,98.4,196.8,2025-05-29,Delivered,Lake Brent,West Virginia
187,930,151,3,192.55,577.65,2025-12-14,Delivered,East Samuelbury,New Jersey
188,920,30,2,17.83,35.66,2024-01-24,Delivered,Lake Sandraland,Hawaii
189,826,56,3,208.97,626.91,2024-08-29,Shipped,West Mary,Wyoming
190,978,45,3,57.4,172.2,2024-11-10,Delivered,Owensmouth,Pennsylvania
191,984,102,3,16.48,49.44,2025-11-25,Processing,Sandramouth,Oregon
192,165,153,1,98.25,98.25,2025-08-23,Delivered,Port Jennifermouth,Alabama
193,652,10,1,107.87,107.87,2025-10-13,Delivered,Rachelfort,Missouri
194,839,147,1,487.95,487.95,2024-08-18,Delivered,Kimberlyburgh,Illinois
195,603,65,2,337.28,674.56,2024-10-19,Delivered,West Nathan,New Hampshire
196,91,173,5,63.4,317.0,2024-05-23,Delivered,Jonesmouth,Montana
197,966,191,4,126.39,505.56,2025-03-06,Delivered,Port Dorisport,Connecticut
198,161,113,2,22.71,45.42,2024-09-17,Delivered,Lake Amyberg,Ohio
199,276,193,5,69.03,0.0,2024-04-26,Cancelled,Lake Katrinahaven,Pennsylvania
200,939,102,5,16.48,82.4,2025-03-23,Delivered,South Jennifer,California
201,509,91,2,222.92,445.84,2025-09-14,Delivered,North Katie,Virginia
202,505,93,4,130.28,521.12,2024-05-22,Processing,Mcintyrebury,Kentucky
203,676,32,2,87.66,175.32,2025-06-22,Delivered,Juanbury,Georgia
204,578,48,12,46.46,557.52,2025-01-28,Delivered,Edwardborough,Rhode Island
205,795,57,2,115.26,230.52,2024-09-22,Delivered,Patelchester,New Hampshire
206,427,6,1,1964.49,1964.49,2024-08-07,Delivered,South Michelleport,Wyoming
207,590,85,1,490.6,490.6,2024-10-02,Delivered,Port Jennifer,Connecticut
208,968,159,3,28.19,84.57,2024-04-24,Delivered,Ryanview,South Carolina
209,393,102,4,16.48,65.92,2025-12-19,Delivered,East Richard,Wyoming
210,377,159,3,28.19,84.57,2024-12-11,Processing,Williamsstad,Florida
211,803,162,2,115.69,0.0,2025-01-20,Cancelled,West Jasmine,South Dakota
212,625,177,1,1488.3,1488.3,2025-01-23,Delivered,Sarafort,Michigan
213,746,147,1,487.95,487.95,2024-06-14,Delivered,Port Sarah,Kansas
214,963,91,2,222.92,445.84,2024-02-25,Delivered,New Fernando,Georgia
215,284,122,2,30.44,60.88,2025-11-21,Delivered,East Angel,Missouri
216,733,177,1,1488.3,1488.3,2024-03-21,Delivered,South Rebecca,Maine
217,62,185,4,141.13,0.0,2025-11-11,Cancelled,West Jenny,Kentucky
218,606,148,1,639.02,639.02,2024-02-12,Delivered,Port Sarah,New Mexico
219,603,163,3,113.36,340.08,2024-10-05,Delivered,West Nathan,New Hampshire
220,144,49,1,98.4,98.4,2025-08-04,Delivered,West Mariahaven,Wisconsin
221,321,125,4,24.59,0.0,2025-03-21,Cancelled,Hopkinsport,Texas
222,48,133,5,46.43,232.15,2024-05-27,Delivered,Port Vanessa,Illinois
223,896,147,1,487.95,487.95,2025-03-17,Shipped,Randyhaven,Georgia
224,548,143,4,148.64,594.56,2025-02-12,Processing,Port Joshuamouth,Idaho
225,172,94,1,41.9,41.9,2025-09-25,Delivered,West Miguelview,Arizona
226,901,120,1,1304.73,1304.73,2025-01-02,Delivered,Lake Dana,Tennessee
227,126,24,3,180.09,540.27,2025-10-27,Delivered,Ritashire,New Jersey
228,470,192,1,16.8,16.8,2025-02-14,Delivered,Watsonville,Montana
229,283,114,1,74.03,74.03,2025-09-29,Delivered,Karaside,Arkansas
230,486,149,2,274.44,548.88,2024-08-22,Delivered,Lake Dianeton,Illinois
231,59,118,3,103.99,311.97,2025-02-02,Delivered,South Paulmouth,Tennessee
232,420,196,1,138.33,138.33,2025-01-01,Shipped,Thompsonhaven,Alaska
233,96,2,4,134.26,537.04,2024-12-04,Delivered,West Jasonland,New York
234,273,99,5,135.17,675.85,2024-12-27,Processing,Lake Lindaport,Virginia
235,768,164,1,46.38,46.38,2025-07-05,Delivered,Gutierrezmouth,Washington
236,617,163,2,113.36,0.0,2025-01-08,Cancelled,Lake Sonyaville,New York
237,124,129,2,165.48,330.96,2025-03-20,Delivered,Isaiahburgh,Maine
238,939,15,4,22.83,91.32,2025-06-02,Shipped,South Jennifer,California
239,760,172,3,84.77,254.31,2024-09-11,Delivered,Perkinsside,South Dakota
240,682,26,2,15.15,30.3,2025-08-23,Shipped,Danielport,Oregon
241,528,180,4,5.05,20.2,2025-04-16,Processing,Pamelaburgh,Wyoming
242,272,155,5,97.2,486.0,2024-03-06,Processing,Munozmouth,Tennessee
243,853,140,2,1253.62,2507.24,2024-02-26,Delivered,Jonathanborough,Vermont
244,4,75,1,51.24,0.0,2025-04-05,Cancelled,East Johnathan,Maine
245,321,122,6,30.44,182.64,2024-07-16,Shipped,Hopkinsport,Texas
246,16,125,2,24.59,49.18,2025-05-11,Processing,Floresview,Vermont
247,177,52,5,27.18,135.9,2025-12-10,Delivered,East Carolyn,Louisiana
248,78,112,3,53.86,161.58,2024-08-03,Delivered,Lake Jonathanton,Alabama
249,886,85,1,490.6,490.6,2024-10-09,Shipped,Lake Travisview,Texas
250,760,39,11,35.25,387.75,2025-07-28,Delivered,Perkinsside,South Dakota
251,648,4,1,40.83,40.83,2024-02-26,Delivered,Acostabury,Pennsylvania
252,947,12,2,899.79,1799.58,2025-03-07,Delivered,Lopezberg,South Carolina
253,43,35,2,179.74,359.48,2025-07-21,Shipped,Johnfort,North Carolina
254,313,115,5,98.26,491.3,2024-03-29,Delivered,Hernandezberg,North Carolina
255,238,198,1,473.82,473.82,2024-10-09,Delivered,Novakland,Ohio
256,350,180,7,5.05,35.35,2025-01-08,Delivered,Wendyfurt,Washington
257,604,29,2,264.9,529.8,2024-05-22,Delivered,Ericview,Maine
258,987,84,4,148.96,595.84,2024-06-14,Returned,South Jessehaven,New Jersey
259,78,79,3,383.68,1151.04,2025-04-09,Delivered,Lake Jonathanton,Alabama
260,181,83,8,9.9,79.2,2024-11-17,Delivered,Lake Victor,Georgia
261,319,19,1,342.31,342.31,2024-11-16,Returned,West Rachel,Delaware
262,954,10,3,107.87,323.61,2024-05-13,Delivered,Natalieville,New Mexico
263,689,35,1,179.74,179.74,2025-02-24,Delivered,West Jillhaven,New York
264,472,191,1,126.39,126.39,2024-04-22,Delivered,Lake Micheal,Minnesota
265,1000,86,2,1337.83,2675.66,2025-03-27,Delivered,Mendezport,Missouri
266,362,176,1,98.52,98.52,2025-08-13,Delivered,West Annashire,Nevada
267,841,130,3,87.12,261.36,2024-03-21,Delivered,New Robert,Oklahoma
268,147,190,5,11.07,55.35,2024-09-30,Delivered,Stephanieburgh,Alaska
269,840,71,2,311.35,622.7,2024-04-16,Delivered,Port Saraton,Missouri
270,634,97,3,43.15,129.45,2024-06-19,Processing,South Ashleychester,Hawaii
271,604,97,2,43.15,86.3,2024-07-04,Delivered,Ericview,Maine
272,663,144,10,37.02,370.2,2024-02-04,Delivered,West Matthewfurt,North Dakota
273,699,77,2,5.4,10.8,2025-07-21,Delivered,Mckinneychester,Nebraska
274,109,109,3,115.28,345.84,2024-11-23,Delivered,Maciaschester,Utah
275,212,165,1,57.61,57.61,2025-12-02,Processing,Port Jessicaside,Massachusetts
276,300,160,8,37.99,303.92,2025-02-20,Delivered,Zamoraville,South Carolina
277,999,181,3,86.64,259.92,2025-02-26,Delivered,Matthewberg,Utah
278,305,177,1,1488.3,1488.3,2024-09-05,Delivered,Thomasville,Virginia
279,127,109,3,115.28,345.84,2024-03-25,Delivered,New Kurt,North Carolina
280,261,160,5,37.99,189.95,2025-11-27,Delivered,Larrybury,Minnesota
281,800,120,1,1304.73,1304.73,2025-11-03,Delivered,Williamhaven,Georgia
282,430,165,5,57.61,288.05,2024-03-24,Processing,South Connor,Montana
283,90,37,3,110.69,332.07,2024-01-06,Delivered,Rodriguezton,Oregon
284,972,159,1,28.19,0.0,2024-08-04,Cancelled,New Richard,New Mexico
285,204,149,2,274.44,548.88,2025-02-04,Delivered,Lake Samanthaview,Alabama
286,584,179,1,486.21,486.21,2025-08-15,Delivered,North Kayla,New Mexico
287,453,75,3,51.24,153.72,2025-08-21,Delivered,Smithshire,Florida
288,129,40,2,414.22,828.44,2025-05-11,Delivered,Johntown,Arkansas
289,181,168,2,16.61,33.22,2025-11-28,Delivered,Lake Victor,Georgia
290,745,128,5,15.74,78.7,2025-05-16,Delivered,Steinport,Florida
291,786,162,2,115.69,231.38,2025-05-09,Delivered,Port Donald,Iowa
292,17,50,2,23.62,47.24,2025-03-09,Delivered,South Victorchester,Tennessee
293,474,120,1,1304.73,1304.73,2025-08-05,Delivered,New Christopher,North Dakota
294,590,52,4,27.18,108.72,2024-09-16,Shipped,Port Jennifer,Connecticut
295,924,58,1,1142.69,1142.69,2024-01-16,Delivered,Hillberg,Georgia
296,551,188,2,102.39,204.78,2024-02-14,Delivered,Jasontown,Tennessee
297,134,182,1,675.46,675.46,2024-04-06,Shipped,Kellyfurt,New Jersey
298,277,181,3,86.64,259.92,2024-06-12,Delivered,Rachelfort,New Jersey
299,813,122,1,30.44,30.44,2025-11-24,Shipped,Mariaberg,Pennsylvania
300,938,72,9,9.09,81.81,2025-03-04,Delivered,Mortonville,Alaska
301,277,188,2,102.39,204.78,2024-07-31,Delivered,Rachelfort,New Jersey
302,502,8,1,80.04,80.04,2024-06-19,Delivered,Port Arielside,West Virginia
303,145,138,4,160.33,641.32,2025-01-14,Delivered,Carrollfurt,Iowa
304,711,84,3,148.96,446.88,2024-01-09,Delivered,Watsonburgh,Kentucky
305,148,129,4,165.48,661.92,2025-06-24,Delivered,Emmaton,North Carolina
306,17,105,2,136.66,273.32,2024-09-18,Delivered,South Victorchester,Tennessee
307,316,179,1,486.21,486.21,2024-03-21,Delivered,Lake Jennifer,Missouri
308,378,95,3,2.3,6.9,2024-07-04,Delivered,Cameronborough,Virginia
309,700,97,5,43.15,0.0,2024-02-27,Cancelled,North Robert,Wyoming
310,277,116,2,154.63,309.26,2025-01-02,Delivered,Rachelfort,New Jersey
311,3,29,3,264.9,794.7,2025-07-14,Delivered,Tapiaburgh,New Hampshire
312,607,24,2,180.09,360.18,2024-01-26,Shipped,Walkertown,North Carolina
313,487,88,1,548.48,548.48,2025-07-18,Delivered,Sarahton,Nevada
314,547,107,3,56.54,169.62,2025-02-25,Delivered,Annport,Florida
315,214,2,3,134.26,402.78,2024-11-29,Shipped,Carolynborough,Kansas
316,922,151,3,192.55,577.65,2025-11-06,Delivered,Ivanmouth,Kansas
317,460,131,2,917.21,1834.42,2025-11-14,Processing,South Richard,New Mexico
318,162,34,1,24.01,24.01,2025-08-03,Delivered,Calhounside,Indiana
319,271,137,2,484.65,969.3,2024-10-07,Delivered,West Robin,North Dakota
320,27,54,10,7.54,75.4,2025-02-26,Delivered,Millerside,South Carolina
321,681,139,2,74.52,149.04,2024-05-04,Delivered,Christineburgh,Virginia
322,213,5,10,14.19,141.9,2025-03-06,Delivered,Kingfort,New Hampshire
323,664,180,3,5.05,15.15,2024-03-31,Shipped,Mendozafurt,Connecticut
324,166,145,4,88.28,353.12,2025-10-12,Delivered,South Johnstad,New Jersey
325,501,169,1,175.75,175.75,2025-06-12,Delivered,Chaneyhaven,Virginia
326,308,84,1,148.96,148.96,2024-08-15,Processing,Klinebury,Wisconsin
327,533,114,3,74.03,222.09,2025-04-26,Delivered,Cynthiaberg,New Hampshire
328,730,146,2,157.34,314.68,2024-03-11,Shipped,Richardside,South Dakota
329,89,20,2,34.83,69.66,2024-01-16,Delivered,Hobbsburgh,Idaho
330,535,73,1,456.73,456.73,2025-05-02,Delivered,Torresmouth,Washington
331,224,144,10,37.02,370.2,2025-10-29,Shipped,Larsonshire,Connecticut
332,768,138,1,160.33,160.33,2025-07-22,Delivered,Gutierrezmouth,Washington
333,479,123,1,271.01,271.01,2024-05-25,Returned,Allenville,North Dakota
334,339,183,3,258.69,776.07,2024-05-09,Delivered,Cesartown,Ohio
335,45,186,3,304.0,912.0,2025-03-19,Delivered,Melindaport,Pennsylvania
336,851,139,2,74.52,149.04,2024-07-17,Delivered,South Laurastad,North Carolina
337,496,33,2,1077.68,2155.36,2025-01-26,Shipped,Jamesburgh,Florida
338,9,149,3,274.44,823.32,2025-02-25,Shipped,North Karla,Mississippi
339,534,80,10,31.23,312.3,2025-09-18,Processing,Shieldsberg,New Hampshire
340,795,38,8,31.32,250.56,2024-04-12,Delivered,Patelchester,New Hampshire
341,5,119,1,27.5,27.5,2024-04-06,Delivered,South Natalieshire,New Jersey
342,2,127,3,150.5,451.5,2025-11-26,Delivered,Moralesburgh,North Dakota
