inventory_id,product_id,warehouse,stock_quantity,reorder_level,last_restock_date
238,120,Dallas,435,12,2026-06-19
239,120,Atlanta,452,27,2026-05-04
240,120,Chicago,111,35,2026-05-21
241,121,Phoenix,494,17,2026-05-18
242,121,Atlanta,231,46,2026-07-18
243,121,Dallas,410,29,2026-06-06
244,122,Atlanta,241,29,2026-07-19
245,123,Chicago,420,32,2026-06-18
246,123,Phoenix,317,20,2026-06-06
247,124,Dallas,255,17,2026-06-21
248,124,Phoenix,147,36,2026-07-08
249,125,Dallas,377,12,2026-07-13
250,126,Phoenix,72,12,2026-06-18
251,126,Atlanta,88,42,2026-05-15
252,127,Phoenix,358,26,2026-05-15
253,128,Dallas,34,32,2026-05-28
254,129,Dallas,53,11,2026-07-21
255,129,Atlanta,352,36,2026-07-14
256,130,Phoenix,54,41,2026-07-24
257,131,Atlanta,248,21,2026-07-18
258,131,Chicago,144,34,2026-05-05
259,131,Dallas,328,26,2026-05-24
260,132,Phoenix,44,39,2026-05-16
261,132,Dallas,306,29,2026-06-09
262,133,Dallas,63,42,2026-07-19
263,133,Atlanta,222,50,2026-07-27
264,134,Atlanta,175,21,2026-05-24
265,134,Chicago,275,18,2026-07-18
266,135,Phoenix,481,38,2026-07-08
267,136,Phoenix,379,35,2026-06-28
268,136,Dallas,137,47,2026-06-28
269,137,Dallas,349,22,2026-07-18
270,137,Atlanta,414,33,2026-07-13
271,137,Phoenix,114,11,2026-05-01
272,138,Atlanta,133,48,2026-06-07
273,138,Dallas,221,21,2026-07-26
274,139,Atlanta,398,46,2026-06-28
275,139,Chicago,151,26,2026-06-05
276,140,Atlanta,171,41,2026-07-05
277,140,Chicago,404,50,2026-07-19
278,140,Phoenix,348,30,2026-07-04
279,141,Chicago,51,50,2026-05-08
280,141,Dallas,380,31,2026-06-07
281,141,Atlanta,422,44,2026-06-12
282,142,Chicago,251,15,2026-07-15
283,142,Atlanta,85,36,2026-07-05
284,143,Chicago,33,30,2026-05-25
285,143,Atlanta,440,50,2026-05-14
286,144,Phoenix,208,38,2026-06-16
287,144,Dallas,383,42,2026-06-30
288,144,Chicago,311,12,2026-07-19
289,145,Chicago,243,35,2026-06-11
290,146,Atlanta,418,14,2026-05-16
291,147,Chicago,215,34,2026-06-07
292,148,Atlanta,306,46,2026-05-11
293,149,Phoenix,412,33,2026-06-25
294,150,Dallas,162,25,2026-07-07
295,150,Chicago,49,28,2026-06-05
296,151,Chicago,30,18,2026-07-13
297,151,Phoenix,285,29,2026-05-26
298,151,Atlanta,343,41,2026-06-14
299,152,Phoenix,431,33,2026-05-17
300,153,Chicago,468,22,2026-05-05
301,153,Phoenix,239,27,2026-06-14
302,153,Dallas,252,22,2026-07-21
303,154,Atlanta,337,18,2026-06-29
304,154,Phoenix,172,30,2026-07-23
305,155,Dallas,229,45,2026-07-05
306,155,Phoenix,438,35,2026-07-14
307,155,Atlanta,371,47,2026-05-14
308,156,Phoenix,227,21,2026-05-11
309,156,Chicago,495,37,2026-05-03
310,157,Dallas,45,30,2026-06-09
311,157,Atlanta,55,38,2026-06-15
312,157,Phoenix,265,45,2026-07-27
313,158,Chicago,238,45,2026-06-15
314,158,Phoenix,218,31,2026-05-30
315,158,Dallas,255,40,2026-05-19
316,159,Chicago,356,46,2026-07-14
317,160,Phoenix,229,35,2026-05-04
318,161,Phoenix,399,15,2026-07-08
319,161,Chicago,380,49,2026-07-14
320,161,Dallas,189,44,2026-06-17
321,162,Dallas,51,29,2026-07-21
322,163,Chicago,126,31,2026-06-18
323,164,Atlanta,126,30,2026-05-23
324,164,Dallas,216,18,2026-06-09
325,165,Dallas,168,50,2026-05-27
326,165,Atlanta,382,48,2026-06-08
327,166,Phoenix,300,34,2026-07-07
328,166,Chicago,69,33,2026-07-07
329,167,Atlanta,284,17,2026-07-01
330,167,Phoenix,235,25,2026-06-22
331,167,Chicago,162,25,2026-06-06
332,168,Chicago,267,22,2026-07-22
333,168,Atlanta,180,42,2026-07-01
334,169,Atlanta,467,38,2026-05-25
335,169,Chicago,59,15,2026-06-19
336,170,Phoenix,103,21,2026-06-07
337,170,Atlanta,188,45,2026-05-12
338,170,Dallas,475,40,2026-07-11
339,171,Phoenix,400,11,2026-06-03
340,172,Chicago,432,33,2026-05-16
341,172,Phoenix,75,39,2026-05-28
342,172,Dallas,107,46,2026-05-10
343,173,Chicago,343,26,2026-05-19
344,173,Dallas,437,24,2026-05-14
345,173,Phoenix,362,20,2026-05-20
346,174,Chicago,365,22,2026-05-04
347,174,Phoenix,398,50,2026-06-04
348,175,Phoenix,177,10,2026-07-10
349,175,Atlanta,164,50,2026-05-17
350,175,Dallas,435,17,2026-07-22
351,176,Atlanta,363,32,2026-07-30
352,176,Chicago,207,49,2026-07-19
353,177,Atlanta,104,20,2026-06-21
354,177,Phoenix,147,13,2026-05-15
355,177,Chicago,128,31,2026-06-12
356,178,Dallas,348,44,2026-06-03
357,178,Chicago,113,23,2026-05-31
358,179,Phoenix,328,20,2026-07-12
359,179,Chicago,443,43,2026-07-13
360,179,Dallas,440,14,2026-05-24
361,180,Phoenix,492,12,2026-07-28
362,180,Chicago,185,10,2026-06-25
363,180,Dallas,295,48,2026-06-15
364,181,Chicago,10,12,2026-05-13
365,181,Dallas,209,10,2026-07-22
366,182,Phoenix,381,27,2026-07-09
367,182,Chicago,78,42,2026-05-31
368,183,Phoenix,129,16,2026-05-29
369,184,Atlanta,314,37,2026-07-16
370,185,Chicago,150,23,2026-07-15
371,185,Phoenix,208,24,2026-05-06
372,185,Atlanta,235,50,2026-07-12
373,186,Phoenix,94,20,2026-06-13
374,186,Chicago,310,33,2026-06-12
375,187,Chicago,94,42,2026-07-02
376,188,Phoenix,482,33,2026-06-24
377,189,Dallas,494,15,2026-05-15
378,190,Chicago,32,21,2026-07-18
379,190,Phoenix,387,29,2026-05-22
380,191,Phoenix,390,18,2026-06-24
381,192,Chicago,497,32,2026-07-08
382,193,Chicago,95,40,2026-06-05
383,193,Dallas,213,42,2026-07-28
384,193,Atlanta,348,35,2026-05-06
385,194,Dallas,75,47,2026-06-01
386,195,Chicago,66,19,2026-05-06
387,196,Chicago,469,32,2026-05-29
388,197,Chicago,276,31,2026-05-05
389,197,Phoenix,224,12,2026-07-03
390,197,Atlanta,165,30,2026-05-02
391,198,Phoenix,116,37,2026-05-13
392,198,Atlanta,276,21,2026-06-12
393,198,Chicago,217,44,2026-05-11
394,199,Chicago,437,31,2026-07-19
395,200,Atlanta,493,18,2026-05-18
